,법령용어명
19069,예산운영담당관
19070,예산정책처장
19071,예산조치
19072,예산집행심의회
19073,예산편성담당관
19074,예산편성체계
19075,예산회계에관한특례법
19076,예산회계제도심의회
19077,예상보증총액
19078,예상액
19079,예상운전과도
19080,예상절감량
19081,예상제연구역
19082,예상총수입
19083,예상피폭선량
19084,예선
19085,예선사용자
19086,예선업
19087,예선업자
19088,예선운영협의회
19089,예술교육기관
19090,예술교육활동
19091,예술국
19092,예술사과정
19093,예술사업자
19094,예술실기연수과정
19095,예술원
19096,예술의전당
19097,예술인
19098,예술인권리보장위원회
19099,예술인권리침해행위
19100,예술전문사과정
19101,예술정책과
19102,예술지원기관
19103,예술지원기관등
19104,예술지원사업
19105,예술품등
19106,예약
19107,예약등록
19108,예약정보시스템
19109,예외
19110,예외사항
19111,예외지역
19112,예우
19113,예인선
19114,예인선열
19115,예인전차
19116,예인조파수조
19117,예적금
19118,예정가격
19119,예정기술
19120,예정노선
19121,예정연월일
19122,예정지구
19123,예정지역
19124,예정지적좌표
19125,예정직위
19126,예정항로
19127,예찰
19128,예찰대상시설
19129,예찰지역
19130,예측무영향농도
19131,예측제도
19132,예측환경농도
19133,예치
19134,예치계좌
19135,예치금
19136,예치기관
19137,예치증
19138,예탁
19139,예탁교부
19140,예탁선량
19141,예특
19142,예포
19143,예항력
19144,오기
19145,오니
19146,오락
19147,오류
19148,오류신고
19149,오류인계정보
19150,오류자료
19151,오류점검수
19152,오류점수
19153,오류점수비율
19154,오류정보
19155,오류추정정보
19156,오르막차로
19157,오르막차선
19158,오릉출장소
19159,오버팩
19160,오버홀
19161,오보
19162,오수
19163,오수정화시설
19164,오염
19165,오염검사실
19166,오염구역
19167,오염도측정
19168,오염물질
19169,오염물질과
19170,오염물질등
19171,오염물질배출
19172,오염물질배출방지
19173,오염물질소각설비
19174,오염방지
19175,오염방지관리인
19176,오염부하량
19177,오염세탁물
19178,오염우려물품
19179,오염원그룹
19180,오염총량관리
19181,오염총량관리지역
19182,오염토양
19183,오염하천
19184,오일미스트
19185,오일비산식
19186,오일펜스
19187,오존층파괴
19188,오존층파괴물질
19189,오존층파괴물질에관한몬트리올의정서
19190,오차
19191,오차적용범위
19192,오프라인
19193,오픈
19194,오픈포맷
19195,옥내소화전방수구
19196,옥내소화전함
19197,옥내훈련시설
19198,옥상조경
19199,옥상헬기장
19200,옥외개방형
19201,옥외격리실험구역
19202,옥외광고물
19203,옥외광고사업
19204,옥외설비
19205,옥외소화전
19206,옥외소화전함
19207,옥외안테나
19208,옥외집회
19209,옥외훈련시설
19210,온나라시스템
19211,온난화대응농업연구센터
19212,온누리상품권
19213,온도보상
19214,온도차이비율
19215,온라인
19216,온라인간행물
19217,온라인국민참여포탈시스템
19218,온라인디지털콘텐츠사업자
19219,온라인디지털콘텐츠산업
19220,온라인디지털콘텐츠산업발전위원회
19221,온라인디지털콘텐츠제작
19222,온라인디지털콘텐츠제작자
19223,온라인비디오물
19224,온라인서비스제공자
19225,온라인소액투자중개업자
19226,온라인업무처리
19227,온라인음악서비스제공업
19228,온라인콘텐츠
19229,온라인콘텐츠사업자
19230,온라인콘텐츠산업
19231,온라인콘텐츠제작자
19232,온라인투자연계금융
19233,온라인투자연계금융업
19234,온라인투자연계금융업자
19235,온라인투표시스템
19236,온라인평가
19237,온라인플랫폼
19238,온맵
19239,온비드
19240,온실
19241,온실가스
19242,온실가스정보공개심사위원회
19243,온천
19244,온천법
19245,온천우선이용권자
19246,온천전문검사기관
19247,온천종사자
19248,온톨로지
19249,올림식사다리
19250,올바로시스템
19251,옴
19252,옴부즈만
19253,옴부즈만실
19254,옵서버
19255,옵션계약
19256,옹호
19257,와이파이
19258,와트
19259,완강기
19260,완결의무기록
19261,완급차
19262,완료과제
19263,완료보고서
19264,완성
19265,완성검사
19266,완성기능검사
19267,완성보증
19268,완성차검사
19269,완성차량검사
19270,완성차시험
19271,완속여과
19272,완전내수
19273,완전삭제
19274,완전생산기준
19275,완전용역
19276,완전이행
19277,완전자회사
19278,완전조리품
19279,완전포맷
19280,완제
19281,완제품
19282,완진
19283,완충재
19284,완충지역
19285,완치일
19286,완화곡선
19287,완화기준
19288,왕복호송
19289,외관검사
19290,외관조사망도
19291,외교
19292,외교관계
19293,외교관등
19294,외교관면세매점
19295,외교관면세점
19296,외교관여권
19297,외교부공무원
19298,외교비서관
19299,외교안보국
19300,외교안보수석비서관
19301,외교안보연구원
19302,외교안보연구원장
19303,외교역량평가단
19304,외교전화
19305,외교정보
19306,외교정보관리관
19307,외교정보전용망
19308,외교통상통일위원회
19309,외교통신담당관
19310,외교통신시스템
19311,외국
19312,외국간행물
19313,외국공관
19314,외국공무원등
19315,외국공인회계사
19316,외국교육기관
19317,외국국적동포
19318,외국금융감독기관등
19319,외국기업
19320,외국납부세액공제
19321,외국단체
19322,외국도산절차
19323,외국물품
19324,외국물품등
19325,외국민간원조단체
19326,외국법사무
19327,외국법원
19328,외국법인
19329,외국법인등
19330,외국법자문법률사무소
19331,외국법자문사
19332,외국법자문사법
19333,외국변호사
19334,외국보관기관
19335,외국보험사업자
19336,외국보험회사
19337,외국사절
19338,외국산주류
19339,외국선박
19340,외국선박용품
19341,외국세무법인
19342,외국세무자문사
19343,외국손회사
19344,외국어
19345,외국어과정
19346,외국어교육과
19347,외국어일간신문
19348,외국어지명
19349,외국어훈련과정
19350,외국연구기관
19351,외국원수
19352,외국인
19353,외국인교수
19354,외국인교육과정
19355,외국인근로자
19356,외국인근로자등
19357,외국인기술자
19358,외국인도수출
19359,외국인등
19360,외국인등록
19361,외국인력정책과
19362,외국인보호소
19363,외국인보호시설
19364,외국인보호실
19365,외국인선원
19366,외국인수수입
19367,외국인수용자
19368,외국인숙소
19369,외국인유치원
19370,외국인유학생
19371,외국인의서명날인에관한법률
19372,외국인입국허가서
19373,외국인정책과
19374,외국인증기관
19375,외국인테러전투원
19376,외국인토지법
19377,외국인투자
19378,외국인투자관리시스템
19379,외국인투자금액
19380,외국인투자기업
19381,외국인투자비율
19382,외국인투자자
19383,외국인투자지원센터
19384,외국인투자진흥관실
19385,외국인투자촉진법
19386,외국인학교
19387,외국인환자
19388,외국임상자료
19389,외국자회사
19390,외국정부
19391,외국정부등
19392,외국중재판정
19393,외국중재판정의승인
19394,외국증권업자
19395,외국통화
19396,외국투자가
19397,외국판결
19398,외국학교법인
19399,외국함정
19400,외국항공기용품
19401,외국항행사업
19402,외국화물
19403,외국환
19404,외국환거래당사자
19405,외국환거래법
19406,외국환업무
19407,외국환업무취급기관
19408,외국환은행
19409,외국환평형기금
19410,외국환평형기금채권발행에관한임시조치법
19411,외국회계법인
19412,외국회계사무소
19413,외국회사등기부
19414,외근부서
19415,외기취입구
19416,외단열
19417,외래강사
19418,외래교수
19419,외래병해충
19420,외래생물
19421,외래어지명
19422,외래환자
19423,외무공무원임용령
19424,외박
19425,외벽면
19426,외부감사
19427,외부감사심의위원회
19428,외부감사인
19429,외부강사
19430,외부검증기관
19431,외부경비
19432,외부기관
19433,외부기업통근자
19434,외부방사선량률
19435,외부방재대책기관
19436,외부수열
19437,외부수직거리
19438,외부수탁과제
19439,외부수탁연구사업
19440,외부숙사
19441,외부시상
19442,외부시설
19443,외부심사위원
19444,외부요인
19445,외부용역업체
19446,외부위원
19447,외부유물
19448,외부이용
19449,외부인
19450,외부입력대행자
19451,외부자료
19452,외부재원연구사업
19453,외부재원연구사업비
19454,외부전문가
19455,외부전문기관
19456,외부접속부
19457,외부정도관리
19458,외부출장직업훈련
19459,외부통근자
19460,외부평가
19461,외부포장
19462,외부피폭
19463,외부활동
19464,외빈
19465,외사과
19466,외사국
19467,외사부
19468,외삽
19469,외식
19470,외식사업
19471,외식사업자
19472,외식산업
19473,외식상품
19474,외신담당관
19475,외신팀
19476,외자
19477,외자구매
19478,외자기기팀
19479,외자도입
19480,외자도입심의위원회
19481,외자사업심사위원회
19482,외자장비과
19483,외장용기
19484,외주입력요원
19485,외주정비
19486,외주제작사
19487,외출
19488,외출자
19489,외표검사
19490,외피
19491,외함
19492,외항선
19493,외항운송사업자
19494,외항운송업자
19495,외항화물
19496,외해
19497,외화
19498,외화기금계정
19499,외화보험
19500,외화예금계정
19501,외화예산
19502,외화자산
19503,외화증권
19504,외화채권
19505,외화채무
19506,외화파생상품
19507,외화표시어음
19508,외화획득실적
19509,외화획득용시설기재
19510,외환
19511,외환거래
19512,외환대수
19513,외환동시결제시스템
19514,외환정보분석기관
19515,외환정보자료
19516,외환정보집중기관
19517,외환조사과
19518,외환증거금거래
19519,외환파생상품
19520,요건
19521,요건검토
19522,요건면제
19523,요건면제물품
19524,요건면제확인기관
19525,요건신청
19526,요건심리
19527,요건확인
19528,요건확인기관
19529,요건확인품목
19530,요구
19531,요구불예금
19532,요구사항
19533,요구응답스펙트럼
19534,요구자본
19535,요구자본액
19536,요구조자차량
19537,요구호자
19538,요금
19539,요금정보
19540,요금지불매체
19541,요금체계
19542,요금체납자
19543,요마크
19544,요물성
19545,요보호아동
19546,요보호자
19547,요소
19548,요양급여
19549,요양급여심의위원회
19550,요양기관
19551,요양보험운영과
19552,요양보험제도과
19553,요양비
19554,요양시설
19555,요역지
