Word,Definition
소방선박," 소방업무 수행을 위하여 운용되는 선박으로 지휘정, 구조정, 소방정, 구조보트 등을 말한다. "
소방승려, 소방관서가 해당 소방관서의 종교지도자로 위촉하는 승려를 말한다. 
소방시설," 「소방시설 설치 및 관리에 관한 법률」 제2조제2호에 따른 소방시설등, 「건축법」 제49조에 따른 피난시설, 그 밖에 소방 관련 시설로서 대통령령으로 정하는 것을 말한다. ,  소화설비, 경보설비, 피난구조설비, 소화용수설비, 그 밖에 소화활동설비로서 대통령령으로 정하는 것을 말한다. ,  소화설비, 경보설비, 피난구조설비, 소화용수설비, 그 밖에 소화활동설비로서 「교육시설 등의 안전 및 유지관리에 관한 법률」(이하 ""교육시설법"" 이라 한다) 제10조의2제1항에서 정하는 것을 말한다. ,  fire-fighting facilities"
소방시설공사업법,Fire-Fighting System Installation Business Act
소방시설등," 소방시설과 비상구(非常口), 그 밖에 소방 관련 시설로서 대통령령으로 정하는 것을 말한다. ,  소방시설과 비상구, 그 밖에 소방 관련 시설로서 「교육시설법」제10조의2제1항에서 정하는 것을 말한다. "
소방시설업," 다음 각 목의 영업을 말한다. 
가. 소방시설설계업: 소방시설공사에 기본이 되는 공사계획, 설계도면, 설계 설명서, 기술계산서 및 이와 관련된 서류(이하 ""설계도서""라 한다)를 작성(이하 ""설계""라 한다)하는 영업 
나. 소방시설공사업: 설계도서에 따라 소방시설을 신설, 증설, 개설, 이전 및 정비(이하 ""시공""이라 한다)하는 영업 
다. 소방공사감리업: 소방시설공사에 관한 발주자의 권한을 대행하여 소방시설공사가 설계도서와 관계 법령에 따라 적법하게 시공되는지를 확인하고, 품질ㆍ시공 관리에 대한 기술지도를 하는(이하 ""감리""라 한다) 영업 
라. 방염처리업: 「소방시설 설치 및 관리에 관한 법률」 제20조제1항에 따른 방염대상물품에 대하여 방염처리(이하 ""방염""이라 한다)하는 영업 "
소방시설업자, 소방시설업을 경영하기 위하여 제4조에 따라 소방시설업을 등록한 자를 말한다. 
소방신부, 소방관서가 해당 소방관서의 종교지도자로 위촉하는 신부를 말한다. 
소방안전관리,"<a target='_blank' href=""http://easylaw.go.kr/CSP/CsmMain.laf?csmSeq=46"" >소방안전관리</a> (으)로 이동"
소방안전교실, 「소방기본법 시행규칙」 별표 3의3에 따라 화재안전 및 생활안전 등을 체험할 수 있는 실내시설을 말한다. 
소방업무," 「소방기본법」 제3조제1항에 따른 업무를 말한다. ,  「소방기본법」 제3조의 화재 예방ㆍ경계ㆍ진압 및 조사와 화재, 재난ㆍ재해, 그 밖의 위급한 상황에서의 구조ㆍ구급 등의 업무를 말한다. ,  「소방기본법」 제3조제1항에 따른 업무를 말한다. "
소방요원," 소방공무원, 의용소방대원 및 소방공무원 이외의 소방업무 종사자를 말한다. 
3. 급식비는 일반동원 급식비와 비상동원 급식비로 구분한다. "
소방용고무내장호스, 쟈켓트에 고무 또는 합성수지를 내장한 소방호스를 말한다. 
소방용릴리프밸브,"소방펌프등에 설치하여, 액체가 일정압력이 될 때 그 압력의 상승에 따라 자동적으로 개방되는 기능이 있는 밸브를 말한다. ,  소방펌프 등에 설치하여, 액체가 일정압력이 될 때 그 압력의 상승에 따라 자동적으로 개방되는 기능이 있는 밸브를 말한다. "
소방용릴호스, 사용하거나 보관 중에 호스단면이 항상 원형모양을 유지하는 소방호스를 말한다. 
소방용수시설, 「소방기본법」 제10조제1항에 따라 시ㆍ도지사 또는 일반수도사업자가 설치하여 유지ㆍ관리하는 소화전을 말한다. 
소방용스트레이너," 소화설비의 배관에 설치하여 오물등의 불순물을 여과시켜 원활하게 소화용수를 공급하는 장치(이하 ""스트레이너""라 한다)를 말한다. "
소방용압력스위치," 자동소화설비등에 설치하여 유수의 흐름 또는 배관내의 압력감소에 의하여 화재를 신호하고 가압송수펌프를 가동시킬 수 있는 스위치(이하 ""압력스위치""라 한다)를 말하며, 압력스위치와 패들형스위치로 구분한다. "
소방용전선, 국가화재안전기준에서 정한 옥내소화전설비 등의 배선에 사용되는 내화전선 및 내열전선을 말한다. <신설 2012. 12. 31.> 
소방용특수방화복, 세부품명번호 5310279801로 소방청의「소방장비관리법」에 따른 인증을 받은 소방활동을 위한 보호복을 말한다. 
소방용푸트밸브," 흡수관 말단에 설치하는 수직형 체크밸브로서 역류방지 기능을 하며, 이물질이 유입되지 않도록 여과장치를 설치한 밸브를 말한다. "
소방용품," 「소방시설 설치 및 관리에 관한 법률 시행령」 별표 3의 제품 또는 기기를 말하며 형식승인대상 소방용품과 성능인증대상 소방용품으로 구분한다. ,  소방시설등을 구성하거나 소방용으로 사용되는 제품 또는 기기로서 대통령령으로 정하는 것을 말한다. "
소방용합성수지배관, 소화설비에 사용되는 합성수지재료(폴리에틸렌 합성수지층 사이에 알루미늄금속관층으로 구성된 것을 포함한다)의 배관 또는 이음관을 말한다. <신설 2022. 6. 23.> 
소방유선통신망," 소방업무용으로 사용되는 교환기, 중계기, 주배선반, 전화기, 전원설비 및 이들 상호간을 연결하는 선로 등으로 구성된 통신체계를 말한다. "
소방장비," 소방업무를 효과적으로 수행하기 위하여 필요한 기동장비ㆍ화재진압장비ㆍ구조장비ㆍ구급장비ㆍ보호장비ㆍ정보통신장비ㆍ측정장비 및 보조장비를 말한다. ,  「소방장비관리법」 제2조제1호에 따른 장비를 말한다. ,  중앙119구조본부 소속 직원들이 재난현장 활동 시 원활한 구조활동 업무 등을 수행하기 위하여 사용하는 장비를 말하며, 사용 용도별로 기동장비ㆍ화재진압장비ㆍ구조장비ㆍ구급장비ㆍ정보통신장비ㆍ측정장비ㆍ보호장비 및 보조장비로 구분한다. ,  「소방장비관리법」 제2조제1호에 따른 소방장비를 말한다. ,  「소방장비관리법」(이하 ""법""이라 한다) 제2조제1호의 장비를 말한다. ,  「소방장비관리법」 제2조제1호에 따른 소방장비를 말한다. "
소방장비과,Fire Equipment Division
소방장비사고, 소방업무 중 소방장비의 운용으로 사람을 사상하거나 물건을 손괴한 것을 말한다. 
소방장비운용자," 소방장비를 직접 운용하는 소방공무원, 의무소방원 및 의용소방대원을 말한다. "
소방정, 소방정대 등에서 운용중인 선박으로 화재진압을 위한 고정식 소방펌프를 1개 이상 갖춘 20톤 이상의 선박으로 화재ㆍ구조ㆍ구급업무를 수행할 수 있는 소방선박을 말한다. 
소방정보통신," 소방정보통신망을 이용하여 음성, 문자, 영상 및 데이터 등의 정보를 송수신 또는 관리하는 일련의 활동을 말한다. "
소방정보통신망," 전기통신설비와 전산설비를 이용하여 정보를 수집, 가공, 저장, 검색, 송신 또는 수신하는 정보통신체제로 소방유선통신망, 소방무선통신망, 전산망 및 이들의 복합체를 말한다. "
소방정보통신시스템," 긴급구조, 인사행정, 구조구급, 민원정보, 화재조사 등 소방관련 업무를 체계적으로 관리하기 위한 하드웨어 및 소프트웨어 일체를 말한다. 
12. ""정보통신보안담당관""(이하 ""보안담당관""이라 한다)은 소방정보통신업무를 관장하는 부서의 장으로, 발령과 동시에 소관기관의 보안담당관이 된다. ,  신고접수와 출동지령ㆍ관제 등 상황관련 업무를 처리하기 위하여 구축된 시스템을 말한다. "
소방정보통신실," 소방정보통신망 등 시스템 운영 장비와 부대장비가 설치 운용되는 전산실, 통신실 및 기계실을 말한다. "
소방정책국,Fire Service Bureau
소방제도과,Fire Prevention Division
소방제품," 「소방산업의 진흥에 관한 법률」제2조제1호에 따른 소방산업의 범주에 해당하는 물품, 기기, 설비와 동법 제2조제3호에 따른 소방장비를 말한다. 다만, 본 규정 제2조제1호의 ""소방용품""은 제외한다. "
소방청사," 「소방청사 부지 및 건축기준에 관한 규정」 제1조,   「소방기본법」 제3조 제1항 및 「지방자치법」 제126조에 따른 소방기관의 청사를 말한다. "
소방항공기," 소방청 및 시ㆍ도 소방본부 119항공대에서 운용하는 항공기(이하 ""항공기""라 한다)를 말한다. "
소방행정과,Fire Administration Division
소방호스," 화재시 소화전 또는 소방펌프의 방수구 등에 연결하여 소화용수를 방수하기 위한 도관으로서 호스와 연결금속구로 구성되어 사용되는 것을 말한다. ,  소화전의 방수구에 연결하여 소화용수를 방수하기 위한  도관으로서 호스와 연결금속구로 구성되어 있는 소방용릴호스 또는 소방용고무내장호스를 말한다. "
소방홍보대사," 생명존중의 소방 가치와 위상을 높이고 국민의 안전 증진을 목적으로 하는 다양한 홍보 활동에 참여하기 위해 소방청장 또는 시ㆍ도지사(이하 ""위촉권자""라 한다)가 위촉한 사람이나 단체를 말한다. "
소방활동," 「소방기본법」 제16조제1항의 소방활동을 말한다. ,  「소방기본법」 제4조제1항의 소방활동을 말한다. , 화재의 예방·경계·진압·조사, 화재·재난·재해 그 밖의 상황에서의 구조구급 등의 업무와 이와 관련된 업무(교육훈련 포함) 수행에 필요한 활동을 말한다. , 「재난및안전관리기본법」제3조1호에 따른 재난 중 「소방기본법」제16조, 제16조의2 및「119구조·구급에 관한 법률」제13조1항에 따라 소방대를 현장에 출동시켜 필요한 활동을 하게 하는 것을 말한다. ,  「소방기본법」 제16조제1항의 소방활동을  말한다. ,  fire-fighting activity"
소방활동재해," 소방공무원이 화재진압, 구조ㆍ구급 등 소방활동 중 유해인자에 노출되거나 그 밖의 소방업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다. "
소방회로, 소방부하에 전원을 공급하는 전기회로를 말한다. 
소분,
소분류," 장비의 주된 사용 목적과 기능을 다른 장비와 구분되도록 정의하여 분류하는 단위를 말하며, 단일 물품을 특정할 수 있는 용어 또는 포괄용어로 한다. "
소비," 화학물질의 사용 결과 화학반응을 통하여 본래의 화학물질과는 다른 화학물질로 변화되는 것을 말한다. , consumption (consume);spending (spend)"
소비기한," 식품에 표시된 보관방법을 준수할 경우 섭취하여도 안전에 이상이 없는 기한을 말한다. ,  식품등에 표시된 보관방법을 준수할 경우 섭취하여도 안전에 이상이 없는 기한을 말한다. ,  식품등에 표시된 보관방법을 준수할 경우 섭취하여도 안전에 이상이 없는 기한을 말한다. "
소비량, 특정물질의 생산량 및 수입량(제3호나목의 수량을 뺀 수량을 말한다. 이하 제11조제2항에서 같다)에서 수출량을 뺀 수량을 말한다. 
소비물, consumption goods;articles of consumption
소비설비," 용기가스소비자가 액화석유가스를 사용하기 위한 설비로서 다음 각 목에서 정하는 설비를 말한다. 
가. 체적판매방법으로 액화석유가스를 공급하는 경우에는 가스계량기 출구에서 연소기까지의 설비 
나. 중량판매방법으로 액화석유가스를 공급하는 경우에는 용기 출구에서 연소기까지의 설비 "
